Year,Year_Level,Item_ID,Strand,LocationInStage,SequenceNumber,Item_Type,Item,Answer,StimulusList,Description,Substrand
2017,3,x00100100,Grammar and Punctuation,2,21,MC,x00100100,,,Descriptor #1,Grammar
2017,9,x00102714,Spelling,1,7,MC,x00102714,,,Descriptor #1,Spelling
2017,9,x00102714,Spelling,1,7,MC,x00102714,,,Descriptor #1,Spelling
2017,9,x00100614,Grammar and Punctuation,2,15,TS,x00100614,,,Descriptor #1,Grammar
2017,9,x00100614,Grammar and Punctuation,2,15,TS,x00100614,,,Descriptor #1,Grammar
2017,9,x00101405,Numeracy,1,16,MC,x00101405,,,Descriptor #1,Numbers
2017,9,x00101405,Numeracy,1,16,MC,x00101405,,,Descriptor #1,Numbers
2017,7,x00102597,Spelling,1,10,IA,x00102597,,,Descriptor #1,Spelling
2017,7,x00102597,Spelling,1,10,IA,x00102597,,,Descriptor #1,Spelling
2017,9,x00101442,Numeracy,1,16,MC,x00101442,,,Descriptor #1,Numbers
2017,5,x00101113,Numeracy,2,10,MC,x00101113,,,Descriptor #1,Numbers
2017,5,x00101113,Numeracy,2,10,MC,x00101113,,,Descriptor #1,Numbers
2017,9,x00102189,Reading,4,5,TE,x00102189,,"[""hdinc538""]",Descriptor #1,Letters
2017,9,x00102189,Reading,4,5,TE,x00102189,,"[""hdinc538""]",Descriptor #1,Letters
2017,9,x00102679,Spelling,2,4,PO,x00102679,,,Descriptor #1,Spelling
2017,9,x00102679,Spelling,2,4,PO,x00102679,,,Descriptor #1,Spelling
2017,5,x00100221,Grammar and Punctuation,1,12,IGM,x00100221,,,Descriptor #1,Grammar
2017,5,x00100221,Grammar and Punctuation,1,12,IGM,x00100221,,,Descriptor #1,Grammar
2017,9,x00102249,Reading,1,14,MC,x00102249,,"[""ewnfp453""]",Descriptor #1,Letters
2017,9,x00102249,Reading,1,14,MC,x00102249,,"[""ewnfp453""]",Descriptor #1,Letters
2017,9,x00100544,Grammar and Punctuation,1,23,MC,x00100544,,,Descriptor #1,Grammar
2017,9,x00100544,Grammar and Punctuation,1,23,MC,x00100544,,,Descriptor #1,Grammar
2017,5,x00100173,Grammar and Punctuation,1,16,HS,x00100173,,,Descriptor #1,Grammar
2017,5,x00100173,Grammar and Punctuation,1,16,HS,x00100173,,,Descriptor #1,Grammar
2017,5,x00101091,Numeracy,1,5,TE,x00101091,,,Descriptor #1,Numbers
2017,5,x00101091,Numeracy,1,5,TE,x00101091,,,Descriptor #1,Numbers
2017,7,x00101091,Numeracy,1,13,TE,x00101091,,,Descriptor #1,Numbers
2017,7,x00101091,Numeracy,1,13,TE,x00101091,,,Descriptor #1,Numbers
2017,5,x00100966,Numeracy,2,15,SL,x00100966,,,Descriptor #1,Numbers
2017,3,x00100832,Numeracy,1,12,ET,x00100832,,,Descriptor #1,Numbers
2017,3,x00100832,Numeracy,1,12,ET,x00100832,,,Descriptor #1,Numbers
2017,3,x00100819,Numeracy,2,13,MC,x00100819,,,Descriptor #1,Numbers
2017,5,x00101130,Numeracy,1,10,TE,x00101130,,,Descriptor #1,Numbers
2017,5,x00101130,Numeracy,1,10,TE,x00101130,,,Descriptor #1,Numbers
2017,3,x00100002,Grammar and Punctuation,1,1,MC,x00100002,,,Descriptor #1,Grammar
2017,3,x00100002,Grammar and Punctuation,1,1,MC,x00100002,,,Descriptor #1,Grammar
2017,3,x00101677,Reading,1,10,TS,x00101677,,"[""bzkje175""]",Descriptor #1,Letters
2017,3,x00101677,Reading,1,10,TS,x00101677,,"[""bzkje175""]",Descriptor #1,Letters
2017,9,x00100615,Grammar and Punctuation,2,16,MC,x00100615,,,Descriptor #1,Grammar
2017,9,x00100615,Grammar and Punctuation,2,16,MC,x00100615,,,Descriptor #1,Grammar
2017,5,x00101803,Reading,1,2,MC,x00101803,,"[""zyajq171""]",Descriptor #1,Letters
2017,5,x00101803,Reading,1,2,MC,x00101803,,"[""zyajq171""]",Descriptor #1,Letters
2017,7,x00100357,Grammar and Punctuation,2,18,MC,x00100357,,,Descriptor #1,Grammar
2017,7,x00100357,Grammar and Punctuation,2,18,MC,x00100357,,,Descriptor #1,Grammar
2017,9,x00102631-02-AIA,Spelling,1,3,TE,x00102631-02-AIA,,"[""jzibb866""]",Descriptor #1,Spelling
2017,3,x00100008,Grammar and Punctuation,1,7,TE,x00100008,,,Descriptor #1,Grammar
2017,3,x00100008,Grammar and Punctuation,1,7,TE,x00100008,,,Descriptor #1,Grammar
2017,7,x00100353,Grammar and Punctuation,2,14,MC,x00100353,,,Descriptor #1,Grammar
2017,7,x00100353,Grammar and Punctuation,2,14,MC,x00100353,,,Descriptor #1,Grammar
2017,3,x00100662,Numeracy,3,7,MC,x00100662,,,Descriptor #1,Numbers
2017,3,x00100662,Numeracy,3,7,MC,x00100662,,,Descriptor #1,Numbers
2017,3,x00101606,Reading,3,9,MC,x00101606,,"[""pqrda417""]",Descriptor #1,Letters
2017,3,x00101606,Reading,3,9,MC,x00101606,,"[""pqrda417""]",Descriptor #1,Letters
2017,7,x00102097,Reading,1,15,TE,x00102097,,"[""pucby591""]",Descriptor #1,Letters
2017,7,x00102097,Reading,1,15,TE,x00102097,,"[""pucby591""]",Descriptor #1,Letters
2017,7,x00101327,Numeracy,2,10,TE,x00101327,,,Descriptor #1,Numbers
2017,7,x00101327,Numeracy,2,10,TE,x00101327,,,Descriptor #1,Numbers
2017,3,x00100815,Numeracy,2,10,MC,x00100815,,,Descriptor #1,Numbers
2017,3,x00100815,Numeracy,2,10,MC,x00100815,,,Descriptor #1,Numbers
2017,7,x00102616,Spelling,1,7,MC,x00102616,,,Descriptor #1,Spelling
2017,7,x00102616,Spelling,1,7,MC,x00102616,,,Descriptor #1,Spelling
2017,5,x00101894,Reading,1,13,MC,x00101894,,"[""jsxqr700""]",Descriptor #1,Letters
2017,5,x00101894,Reading,1,13,MC,x00101894,,"[""jsxqr700""]",Descriptor #1,Letters
2017,3,x00100701,Numeracy,2,1,TE,x00100701,,,Descriptor #1,Numbers
2017,3,x00100701,Numeracy,2,1,TE,x00100701,,,Descriptor #1,Numbers
2017,5,x00101824,Reading,2,7,COMP,x00101824,,"[""ssdnq978""]",Descriptor #1,Letters
2017,5,x00101824,Reading,2,7,COMP,x00101824,,"[""ssdnq978""]",Descriptor #1,Letters
2017,9,x00101367,Numeracy,1,14,TS,x00101367,,,Descriptor #1,Numbers
2017,9,x00101367,Numeracy,1,14,TS,x00101367,,,Descriptor #1,Numbers
2017,3,x00100793,Numeracy,1,3,SL,x00100793,,,Descriptor #1,Numbers
2017,3,x00100793,Numeracy,1,3,SL,x00100793,,,Descriptor #1,Numbers
2017,9,x00101489,Numeracy,1,10,MC,x00101489,,,Descriptor #1,Numbers
2017,9,x00101489,Numeracy,1,10,MC,x00101489,,,Descriptor #1,Numbers
2017,3,x00102398,Spelling,1,7,TE,x00102398,,,Descriptor #1,Spelling
2017,3,x00102398,Spelling,1,7,TE,x00102398,,,Descriptor #1,Spelling
2017,5,x00101790,Reading,4,5,MC,x00101790,,"[""hgtqj061""]",Descriptor #1,Letters
2017,5,x00101790,Reading,4,5,MC,x00101790,,"[""hgtqj061""]",Descriptor #1,Letters
2017,3,x00102412,Spelling,2,10,MC,x00102412,,,Descriptor #1,Spelling
2017,3,x00102412,Spelling,2,10,MC,x00102412,,,Descriptor #1,Spelling
2017,7,x00101280,Numeracy,1,16,IGM,x00101280,,,Descriptor #1,Numbers
2017,7,x00100428,Grammar and Punctuation,1,11,IGM,x00100428,,,Descriptor #1,Grammar
2017,7,x00100428,Grammar and Punctuation,1,11,IGM,x00100428,,,Descriptor #1,Grammar
2017,7,x00101212,Numeracy,1,3,TE,x00101212,,,Descriptor #1,Numbers
2017,7,x00101212,Numeracy,1,3,TE,x00101212,,,Descriptor #1,Numbers
2017,9,x00102668,Spelling,1,3,TE,x00102668,,,Descriptor #1,Spelling
2017,9,x00102668,Spelling,1,3,TE,x00102668,,,Descriptor #1,Spelling
2017,5,x00102504,Spelling,2,4,TE,x00102504,,,Descriptor #1,Spelling
2017,5,x00102504,Spelling,2,4,TE,x00102504,,,Descriptor #1,Spelling
2017,7,x00100362,Grammar and Punctuation,2,23,IA,x00100362,,,Descriptor #1,Grammar
2017,7,x00100362,Grammar and Punctuation,2,23,IA,x00100362,,,Descriptor #1,Grammar
2017,9,x00101506,Numeracy,2,9,TE,x00101506,,,Descriptor #1,Numbers
2017,9,x00101506,Numeracy,2,9,TE,x00101506,,,Descriptor #1,Numbers
2017,9,x00100476,Grammar and Punctuation,1,7,COMP,x00100476,,,Descriptor #1,Grammar
2017,9,x00100476,Grammar and Punctuation,1,7,COMP,x00100476,,,Descriptor #1,Grammar
2017,7,x00100445,Grammar and Punctuation,2,2,MC,x00100445,,,Descriptor #1,Grammar
2017,7,x00100445,Grammar and Punctuation,2,2,MC,x00100445,,,Descriptor #1,Grammar
2017,3,x00100786,Numeracy,1,11,IGO,x00100786,,,Descriptor #1,Numbers
2017,3,x00100786,Numeracy,1,11,IGO,x00100786,,,Descriptor #1,Numbers
2017,7,x00101348,Numeracy,1,13,MC,x00101348,,,Descriptor #1,Numbers
2017,7,x00101348,Numeracy,1,13,MC,x00101348,,,Descriptor #1,Numbers
2017,5,x00101818,Reading,2,1,MC,x00101818,,"[""ibdeq994""]",Descriptor #1,Letters
2017,5,x00101818,Reading,2,1,MC,x00101818,,"[""ibdeq994""]",Descriptor #1,Letters
2017,3,x00100022,Grammar and Punctuation,1,21,MC,x00100022,,,Descriptor #1,Grammar
2017,3,x00100022,Grammar and Punctuation,1,21,MC,x00100022,,,Descriptor #1,Grammar
2017,9,x00101424,Numeracy,2,16,MC,x00101424,,,Descriptor #1,Numbers
2017,7,x00101316,Numeracy,1,16,MC,x00101316,,,Descriptor #1,Numbers
2017,5,x00100824,Numeracy,1,12,TE,x00100824,,,Descriptor #1,Numbers
2017,5,x00100824,Numeracy,1,12,TE,x00100824,,,Descriptor #1,Numbers
2017,3,x00100824,Numeracy,1,4,TE,x00100824,,,Descriptor #1,Numbers
2017,3,x00100824,Numeracy,1,4,TE,x00100824,,,Descriptor #1,Numbers
2017,9,x00102261,Reading,1,9,MC,x00102261,,"[""obwfc367""]",Descriptor #1,Letters
2017,9,x00102261,Reading,1,9,MC,x00102261,,"[""obwfc367""]",Descriptor #1,Letters
2017,9,x00100552,Grammar and Punctuation,2,5,MC,x00100552,,,Descriptor #1,Grammar
2017,9,x00100552,Grammar and Punctuation,2,5,MC,x00100552,,,Descriptor #1,Grammar
2017,5,x00100295,Grammar and Punctuation,2,8,MC,x00100295,,,Descriptor #1,Grammar
2017,5,x00100295,Grammar and Punctuation,2,8,MC,x00100295,,,Descriptor #1,Grammar
2017,3,x00101657,Reading,1,4,MC,x00101657,,"[""ypnsg338""]",Descriptor #1,Letters
2017,3,x00101657,Reading,1,4,MC,x00101657,,"[""ypnsg338""]",Descriptor #1,Letters
2017,7,x00102604,Spelling,2,6,TE,x00102604,,,Descriptor #1,Spelling
2017,7,x00102604,Spelling,2,6,TE,x00102604,,,Descriptor #1,Spelling
2017,3,x00101618,Reading,4,7,MC,x00101618,,"[""grtfq383""]",Descriptor #1,Letters
2017,3,x00101618,Reading,4,7,MC,x00101618,,"[""grtfq383""]",Descriptor #1,Letters
2017,9,x00101473,Numeracy,1,12,TE,x00101473,,,Descriptor #1,Numbers
2017,9,x00101473,Numeracy,1,12,TE,x00101473,,,Descriptor #1,Numbers
2017,5,x00100175,Grammar and Punctuation,1,18,TE,x00100175,,,Descriptor #1,Grammar
2017,5,x00100175,Grammar and Punctuation,1,18,TE,x00100175,,,Descriptor #1,Grammar
2017,7,x00101285,Numeracy,2,4,TE,x00101285,,,Descriptor #1,Numbers
2017,7,x00101285,Numeracy,2,4,TE,x00101285,,,Descriptor #1,Numbers
2017,9,x00101383,Numeracy,2,12,MC,x00101383,,,Descriptor #1,Numbers
2017,9,x00101383,Numeracy,2,12,MC,x00101383,,,Descriptor #1,Numbers
2017,5,x00100924,Numeracy,4,8,MC,x00100924,,,Descriptor #1,Numbers
2017,5,x00100924,Numeracy,4,8,MC,x00100924,,,Descriptor #1,Numbers
2017,9,x00100523,Grammar and Punctuation,1,2,MC,x00100523,,,Descriptor #1,Grammar
2017,9,x00100523,Grammar and Punctuation,1,2,MC,x00100523,,,Descriptor #1,Grammar
2017,7,x00101271,Numeracy,1,8,MC,x00101271,,,Descriptor #1,Numbers
2017,7,x00101271,Numeracy,1,8,MC,x00101271,,,Descriptor #1,Numbers
2017,9,x00101504,Numeracy,2,7,SP,x00101504,,,Descriptor #1,Numbers
2017,9,x00101504,Numeracy,2,7,SP,x00101504,,,Descriptor #1,Numbers
2017,9,x00102311,Reading,2,8,MC,x00102311,,"[""yfskl040""]",Descriptor #1,Letters
2017,9,x00102311,Reading,2,8,MC,x00102311,,"[""yfskl040""]",Descriptor #1,Letters
2017,9,x00100527,Grammar and Punctuation,1,6,TE,x00100527,,,Descriptor #1,Grammar
2017,9,x00100527,Grammar and Punctuation,1,6,TE,x00100527,,,Descriptor #1,Grammar
2017,3,x00100706,Numeracy,2,6,MC,x00100706,,,Descriptor #1,Numbers
2017,3,x00100706,Numeracy,2,6,MC,x00100706,,,Descriptor #1,Numbers
2017,5,x00101085,Numeracy,2,15,TE,x00101085,,,Descriptor #1,Numbers
2017,7,x00101214,Numeracy,1,5,MC,x00101214,,,Descriptor #1,Numbers
2017,7,x00101214,Numeracy,1,5,MC,x00101214,,,Descriptor #1,Numbers
2017,3,x00100735,Numeracy,2,5,IGA,x00100735,,,Descriptor #1,Numbers
2017,3,x00100735,Numeracy,2,5,IGA,x00100735,,,Descriptor #1,Numbers
2017,5,x00101908,Reading,2,11,MC,x00101908,,"[""pliof712""]",Descriptor #1,Letters
2017,5,x00101908,Reading,2,11,MC,x00101908,,"[""pliof712""]",Descriptor #1,Letters
2017,9,x00102712,Spelling,1,5,IGO,x00102712,,,Descriptor #1,Spelling
2017,9,x00102712,Spelling,1,5,IGO,x00102712,,,Descriptor #1,Spelling
2017,9,x00101388,Numeracy,2,16,MC,x00101388,,,Descriptor #1,Numbers
2017,9,x00101564,Numeracy,1,13,MC,x00101564,,,Descriptor #1,Numbers
2017,9,x00101564,Numeracy,1,13,MC,x00101564,,,Descriptor #1,Numbers
2017,9,x00102241,Reading,1,6,TE,x00102241,,"[""pjipp106""]",Descriptor #1,Letters
2017,9,x00102241,Reading,1,6,TE,x00102241,,"[""pjipp106""]",Descriptor #1,Letters
2017,5,x00101668,Reading,1,9,HS,x00101668,,"[""gfped834""]",Descriptor #1,Letters
2017,5,x00101668,Reading,1,9,HS,x00101668,,"[""gfped834""]",Descriptor #1,Letters
2017,5,x00101668,Reading,3,9,HS,x00101668,,"[""gfped834""]",Descriptor #1,Letters
2017,5,x00101668,Reading,3,9,HS,x00101668,,"[""gfped834""]",Descriptor #1,Letters
2017,3,x00101668,Reading,1,1,HS,x00101668,,"[""gfped834""]",Descriptor #1,Letters
2017,3,x00101668,Reading,1,1,HS,x00101668,,"[""gfped834""]",Descriptor #1,Letters
2017,5,x00101096,Numeracy,1,10,MC,x00101096,,,Descriptor #1,Numbers
2017,5,x00101096,Numeracy,1,10,MC,x00101096,,,Descriptor #1,Numbers
2017,7,x00100399,Grammar and Punctuation,2,8,MC,x00100399,,,Descriptor #1,Grammar
2017,7,x00100399,Grammar and Punctuation,2,8,MC,x00100399,,,Descriptor #1,Grammar
2017,9,x00101521,Numeracy,1,6,IM,x00101521,,,Descriptor #1,Numbers
2017,9,x00101521,Numeracy,1,6,IM,x00101521,,,Descriptor #1,Numbers
2017,9,x00102243,Reading,1,8,MC,x00102243,,"[""buzjg955""]",Descriptor #1,Letters
2017,9,x00102243,Reading,1,8,MC,x00102243,,"[""buzjg955""]",Descriptor #1,Letters
2017,5,x00100696,Numeracy,1,5,TE,x00100696,,,Descriptor #1,Numbers
2017,5,x00100696,Numeracy,1,5,TE,x00100696,,,Descriptor #1,Numbers
2017,3,x00100696,Numeracy,1,11,TE,x00100696,,,Descriptor #1,Numbers
2017,3,x00100696,Numeracy,1,11,TE,x00100696,,,Descriptor #1,Numbers
2017,7,x00102544,Spelling,2,4,TE,x00102544,,"[""xswkj690""]",Descriptor #1,Spelling
2017,7,x00102544,Spelling,2,4,TE,x00102544,,"[""xswkj690""]",Descriptor #1,Spelling
2017,5,x00100187,Grammar and Punctuation,2,4,MC,x00100187,,,Descriptor #1,Grammar
2017,5,x00100187,Grammar and Punctuation,2,4,MC,x00100187,,,Descriptor #1,Grammar
2017,9,x00101369,Numeracy,1,16,IGGM,x00101369,,,Descriptor #1,Numbers
2017,9,x00101369,Numeracy,1,16,IGGM,x00101369,,,Descriptor #1,Numbers
2017,5,x00101755,Reading,2,2,MC,x00101755,,"[""bmxvv313""]",Descriptor #1,Letters
2017,5,x00101755,Reading,2,2,MC,x00101755,,"[""bmxvv313""]",Descriptor #1,Letters
2017,7,x00102564,Spelling,2,7,TE,x00102564,,,Descriptor #1,Spelling
2017,7,x00102564,Spelling,2,7,TE,x00102564,,,Descriptor #1,Spelling
2017,5,x00101761,Reading,2,8,MC,x00101761,,"[""vihzc877""]",Descriptor #1,Letters
2017,5,x00101761,Reading,2,8,MC,x00101761,,"[""vihzc877""]",Descriptor #1,Letters
2017,5,x00102505,Spelling,2,5,MC,x00102505,,,Descriptor #1,Spelling
2017,5,x00102505,Spelling,2,5,MC,x00102505,,,Descriptor #1,Spelling
2017,5,x00101008,Numeracy,1,7,TE,x00101008,,,Descriptor #1,Numbers
2017,5,x00101008,Numeracy,1,7,TE,x00101008,,,Descriptor #1,Numbers
2017,5,x00101702,Reading,1,15,TE,x00101702,,"[""fmzno951""]",Descriptor #1,Letters
2017,5,x00101702,Reading,1,15,TE,x00101702,,"[""fmzno951""]",Descriptor #1,Letters
2017,3,x00101702,Reading,1,7,TE,x00101702,,"[""fmzno951""]",Descriptor #1,Letters
2017,3,x00101702,Reading,1,7,TE,x00101702,,"[""fmzno951""]",Descriptor #1,Letters
2017,3,x00102387,Spelling,2,6,MC,x00102387,,,Descriptor #1,Spelling
2017,3,x00102387,Spelling,2,6,MC,x00102387,,,Descriptor #1,Spelling
2017,7,x00100376,Grammar and Punctuation,1,11,TE,x00100376,,,Descriptor #1,Grammar
2017,7,x00100376,Grammar and Punctuation,1,11,TE,x00100376,,,Descriptor #1,Grammar
2017,7,x00102603,Spelling,2,5,TE,x00102603,,,Descriptor #1,Spelling
2017,7,x00102603,Spelling,2,5,TE,x00102603,,,Descriptor #1,Spelling
2017,7,x00101328,Numeracy,2,11,IM,x00101328,,,Descriptor #1,Numbers
2017,7,x00101328,Numeracy,2,11,IM,x00101328,,,Descriptor #1,Numbers
2017,9,x00101553,Numeracy,1,2,MC,x00101553,,,Descriptor #1,Numbers
2017,9,x00101553,Numeracy,1,2,MC,x00101553,,,Descriptor #1,Numbers
2017,7,x00102021,Reading,2,7,MC,x00102021,,"[""ejwcw901""]",Descriptor #1,Letters
2017,7,x00102021,Reading,2,7,MC,x00102021,,"[""ejwcw901""]",Descriptor #1,Letters
2017,5,x00100162,Grammar and Punctuation,1,5,TE,x00100162,,,Descriptor #1,Grammar
2017,5,x00100162,Grammar and Punctuation,1,5,TE,x00100162,,,Descriptor #1,Grammar
2017,7,x00100325,Grammar and Punctuation,1,12,MC,x00100325,,,Descriptor #1,Grammar
2017,7,x00100325,Grammar and Punctuation,1,12,MC,x00100325,,,Descriptor #1,Grammar
2017,5,x00101879,Reading,2,14,SL,x00101879,,"[""iniml546""]",Descriptor #1,Letters
2017,5,x00101879,Reading,2,14,SL,x00101879,,"[""iniml546""]",Descriptor #1,Letters
2017,5,x00100996,Numeracy,2,12,MC,x00100996,,,Descriptor #1,Numbers
2017,5,x00100996,Numeracy,2,12,MC,x00100996,,,Descriptor #1,Numbers
2017,7,x00100996,Numeracy,2,5,MC,x00100996,,,Descriptor #1,Numbers
2017,7,x00100996,Numeracy,2,5,MC,x00100996,,,Descriptor #1,Numbers
2017,5,x00101839,Reading,1,6,MC,x00101839,,"[""rctag373""]",Descriptor #1,Letters
2017,5,x00101839,Reading,1,6,MC,x00101839,,"[""rctag373""]",Descriptor #1,Letters
2017,5,x00100722,Numeracy,1,1,IGGM,x00100722,,,Descriptor #1,Numbers
2017,5,x00100722,Numeracy,1,1,IGGM,x00100722,,,Descriptor #1,Numbers
2017,3,x00100722,Numeracy,1,7,IGGM,x00100722,,,Descriptor #1,Numbers
2017,3,x00100722,Numeracy,1,7,IGGM,x00100722,,,Descriptor #1,Numbers
2017,5,x00100877,Numeracy,1,12,MC,x00100877,,,Descriptor #1,Numbers
2017,5,x00100877,Numeracy,1,12,MC,x00100877,,,Descriptor #1,Numbers
2017,5,x00100294,Grammar and Punctuation,2,7,MC,x00100294,,,Descriptor #1,Grammar
2017,5,x00100294,Grammar and Punctuation,2,7,MC,x00100294,,,Descriptor #1,Grammar
2017,3,x00100688,Numeracy,1,3,MC,x00100688,,,Descriptor #1,Numbers
2017,3,x00100688,Numeracy,1,3,MC,x00100688,,,Descriptor #1,Numbers
2017,9,x00102296,Reading,1,10,TE,x00102296,,"[""swhso431""]",Descriptor #1,Letters
2017,9,x00102296,Reading,1,10,TE,x00102296,,"[""swhso431""]",Descriptor #1,Letters
2017,9,x00100584,Grammar and Punctuation,1,11,ET,x00100584,,,Descriptor #1,Grammar
2017,9,x00100584,Grammar and Punctuation,1,11,ET,x00100584,,,Descriptor #1,Grammar
2017,9,x00101202,Numeracy,2,3,TE,x00101202,,,Descriptor #1,Numbers
2017,9,x00101202,Numeracy,2,3,TE,x00101202,,,Descriptor #1,Numbers
2017,7,x00101202,Numeracy,2,11,TE,x00101202,,,Descriptor #1,Numbers
2017,7,x00101202,Numeracy,2,11,TE,x00101202,,,Descriptor #1,Numbers
2017,3,x00100091,Grammar and Punctuation,2,12,TE,x00100091,,,Descriptor #1,Grammar
2017,3,x00100091,Grammar and Punctuation,2,12,TE,x00100091,,,Descriptor #1,Grammar
2017,7,x00100346,Grammar and Punctuation,2,7,MC,x00100346,,,Descriptor #1,Grammar
2017,7,x00100346,Grammar and Punctuation,2,7,MC,x00100346,,,Descriptor #1,Grammar
2017,9,x00102725,Spelling,2,7,TE,x00102725,,,Descriptor #1,Spelling
2017,9,x00102725,Spelling,2,7,TE,x00102725,,,Descriptor #1,Spelling
2017,9,x00100607,Grammar and Punctuation,2,8,SP,x00100607,,,Descriptor #1,Grammar
2017,9,x00100607,Grammar and Punctuation,2,8,SP,x00100607,,,Descriptor #1,Grammar
2017,9,x00100591,Grammar and Punctuation,1,18,COMP,x00100591,,,Descriptor #1,Grammar
2017,9,x00100591,Grammar and Punctuation,1,18,COMP,x00100591,,,Descriptor #1,Grammar
2017,7,x00100420,Grammar and Punctuation,1,3,IGM,x00100420,,,Descriptor #1,Grammar
2017,7,x00100420,Grammar and Punctuation,1,3,IGM,x00100420,,,Descriptor #1,Grammar
2017,7,x00101309,Numeracy,1,10,TE,x00101309,,,Descriptor #1,Numbers
2017,7,x00101309,Numeracy,1,10,TE,x00101309,,,Descriptor #1,Numbers
2017,3,x00100156,Grammar and Punctuation,2,25,MC,x00100156,,,Descriptor #1,Grammar
2017,3,x00100156,Grammar and Punctuation,2,25,MC,x00100156,,,Descriptor #1,Grammar
2017,3,x00100062,Grammar and Punctuation,1,9,IO,x00100062,,,Descriptor #1,Grammar
2017,3,x00100062,Grammar and Punctuation,1,9,IO,x00100062,,,Descriptor #1,Grammar
2017,5,x00101864,Reading,1,15,IC,x00101864,,"[""buimv569""]",Descriptor #1,Letters
2017,5,x00101864,Reading,1,15,IC,x00101864,,"[""buimv569""]",Descriptor #1,Letters
2017,3,x00100804,Numeracy,1,13,MC,x00100804,,,Descriptor #1,Numbers
2017,7,x00100411,Grammar and Punctuation,2,20,MC,x00100411,,,Descriptor #1,Grammar
2017,7,x00100411,Grammar and Punctuation,2,20,MC,x00100411,,,Descriptor #1,Grammar
2017,5,x00102495,Spelling,1,6,TE,x00102495,,,Descriptor #1,Spelling
2017,5,x00102495,Spelling,1,6,TE,x00102495,,,Descriptor #1,Spelling
2017,3,x00102434,Spelling,2,10,MC,x00102434,,,Descriptor #1,Spelling
2017,3,x00102434,Spelling,2,10,MC,x00102434,,,Descriptor #1,Spelling
2017,7,x00101228,Numeracy,2,1,IM,x00101228,,,Descriptor #1,Numbers
2017,7,x00101228,Numeracy,2,1,IM,x00101228,,,Descriptor #1,Numbers
2017,3,x00100136,Grammar and Punctuation,2,5,MC,x00100136,,,Descriptor #1,Grammar
2017,3,x00100136,Grammar and Punctuation,2,5,MC,x00100136,,,Descriptor #1,Grammar
2017,7,x00102068,Reading,2,3,SP,x00102068,,"[""ybsqv239""]",Descriptor #1,Letters
2017,7,x00102068,Reading,2,3,SP,x00102068,,"[""ybsqv239""]",Descriptor #1,Letters
2017,9,x00102068,Reading,2,11,SP,x00102068,,"[""ybsqv239""]",Descriptor #1,Letters
2017,9,x00102068,Reading,2,11,SP,x00102068,,"[""ybsqv239""]",Descriptor #1,Letters
2017,9,x00102068,Reading,4,11,SP,x00102068,,"[""ybsqv239""]",Descriptor #1,Letters
2017,9,x00102068,Reading,4,11,SP,x00102068,,"[""ybsqv239""]",Descriptor #1,Letters
2017,9,x00100569,Grammar and Punctuation,2,22,MC,x00100569,,,Descriptor #1,Grammar
2017,9,x00100569,Grammar and Punctuation,2,22,MC,x00100569,,,Descriptor #1,Grammar
2017,7,x00102556,Spelling,1,9,MC,x00102556,,,Descriptor #1,Spelling
2017,7,x00102556,Spelling,1,9,MC,x00102556,,,Descriptor #1,Spelling
2017,9,x00101432,Numeracy,1,7,TE,x00101432,,,Descriptor #1,Numbers
2017,9,x00101432,Numeracy,1,7,TE,x00101432,,,Descriptor #1,Numbers
2017,7,x00102612,Spelling,1,3,IC,x00102612,,,Descriptor #1,Spelling
2017,7,x00102612,Spelling,1,3,IC,x00102612,,,Descriptor #1,Spelling
2017,7,x00100418,Grammar and Punctuation,1,1,IM,x00100418,,,Descriptor #1,Grammar
2017,7,x00100418,Grammar and Punctuation,1,1,IM,x00100418,,,Descriptor #1,Grammar
2017,9,x00102683,Spelling,2,8,TE,x00102683,,,Descriptor #1,Spelling
2017,9,x00102683,Spelling,2,8,TE,x00102683,,,Descriptor #1,Spelling
2017,5,x00102465,Spelling,2,6,MC,x00102465,,,Descriptor #1,Spelling
2017,5,x00102465,Spelling,2,6,MC,x00102465,,,Descriptor #1,Spelling
2017,5,x00100636,Numeracy,3,5,MC,x00100636,,,Descriptor #1,Numbers
2017,5,x00100636,Numeracy,3,5,MC,x00100636,,,Descriptor #1,Numbers
2017,3,x00100636,Numeracy,1,11,MC,x00100636,,,Descriptor #1,Numbers
2017,3,x00100636,Numeracy,1,11,MC,x00100636,,,Descriptor #1,Numbers
2017,5,x00100636,Numeracy,1,5,MC,x00100636,,,Descriptor #1,Numbers
2017,5,x00100636,Numeracy,1,5,MC,x00100636,,,Descriptor #1,Numbers
2017,7,x00102601,Spelling,2,3,SP,x00102601,,,Descriptor #1,Spelling
2017,7,x00102601,Spelling,2,3,SP,x00102601,,,Descriptor #1,Spelling
2017,7,x00100387,Grammar and Punctuation,1,22,MC,x00100387,,,Descriptor #1,Grammar
2017,7,x00100387,Grammar and Punctuation,1,22,MC,x00100387,,,Descriptor #1,Grammar
2017,5,x00102513,Spelling,1,2,IGGM,x00102513,,,Descriptor #1,Spelling
2017,5,x00102513,Spelling,1,2,IGGM,x00102513,,,Descriptor #1,Spelling
2017,5,x00101081,Numeracy,2,12,TE,x00101081,,,Descriptor #1,Numbers
2017,5,x00101081,Numeracy,2,12,TE,x00101081,,,Descriptor #1,Numbers
2017,5,x00100728,Numeracy,1,7,TE,x00100728,,,Descriptor #1,Numbers
