Test,Level,Domain,Type,Testlet Name,Testlet Location In Stage,Testlet Node,Testlet Max. Score," Item Subdomain",Item Descriptor,Item Difficulty,Item Max. Score,Correct Answer,Item Type,Marking Type,Exemplar URL,Item RefID
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,72fdc4d4-1a50-4171-92c7-0c5e3e2ea912
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,72fdc4d4-1a50-4171-92c7-0c5e3e2ea912
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,7307d832-846c-48c8-9c63-88103cf356aa
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,7307d832-846c-48c8-9c63-88103cf356aa
Numeracy Year 5,5,Numeracy,Normal,E2,2,E,15,Numbers,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,730a9be3-951b-4098-b0b5-561891e38d5d
Numeracy Year 5,5,Numeracy,Normal,E2,2,E,15,Numbers,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,730a9be3-951b-4098-b0b5-561891e38d5d
Numeracy Year 7,7,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,730a9be3-951b-4098-b0b5-561891e38d5d
Numeracy Year 7,7,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,730a9be3-951b-4098-b0b5-561891e38d5d
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7313cd74-573b-4078-86f5-877ed5e7e892
Reading Year 7,7,Reading,Normal,E2,2,E,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7313cd74-573b-4078-86f5-877ed5e7e892
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7313cd74-573b-4078-86f5-877ed5e7e892
Reading Year 9,9,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7313cd74-573b-4078-86f5-877ed5e7e892
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,734e9160-ad74-4afa-a7f2-4535e9e77b67
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,734e9160-ad74-4afa-a7f2-4535e9e77b67
Reading Year 3,3,Reading,Normal,A2,2,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7361e600-38bd-4e54-9540-12c136106004
Reading Year 3,3,Reading,Normal,A2,2,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7361e600-38bd-4e54-9540-12c136106004
Reading Year 9,9,Reading,Normal,D1,1,D,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,739630c9-1ebd-41ef-baa5-626d589f6029
Reading Year 9,9,Reading,Normal,D1,1,D,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,739630c9-1ebd-41ef-baa5-626d589f6029
Reading Year 7,7,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,73ab3d2f-30c2-469f-ba5f-2e3ff7482e3a
Reading Year 7,7,Reading,Normal,B2,2,B,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,73ab3d2f-30c2-469f-ba5f-2e3ff7482e3a
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,73dddec7-4ab6-48d0-9c87-f9d17e939c85
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,73dddec7-4ab6-48d0-9c87-f9d17e939c85
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7426541b-e1f5-4668-ad68-5c5fd5dc0d98
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7426541b-e1f5-4668-ad68-5c5fd5dc0d98
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,743ce1ea-3a08-4b13-b6b5-4158204be728
Numeracy Year 9,9,Numeracy,Normal,B2,2,B,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,743ce1ea-3a08-4b13-b6b5-4158204be728
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,743ce1ea-3a08-4b13-b6b5-4158204be728
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,743ce1ea-3a08-4b13-b6b5-4158204be728
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7450a1de-ae85-4a35-baed-4ced64923092
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7450a1de-ae85-4a35-baed-4ced64923092
Spelling Year 9,9,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,7473a101-a62a-4755-86ee-e41bfedbc83d
Spelling Year 9,9,Spelling,Normal,PD2,2,PD,10,Spelling,Descriptor #1,3,1,,MCS,AS,https://www.assessform.edu.au/Exemplar/1,7473a101-a62a-4755-86ee-e41bfedbc83d
Numeracy Year 5,5,Numeracy,Normal,D1,1,D,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7476a951-257b-42eb-b083-4be78548450c
Numeracy Year 5,5,Numeracy,Normal,D1,1,D,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7476a951-257b-42eb-b083-4be78548450c
Numeracy Year 9,9,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,74aa0c39-0f79-41a4-8ac6-30c85abeff26
Numeracy Year 9,9,Numeracy,Normal,F1,1,F,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,74aa0c39-0f79-41a4-8ac6-30c85abeff26
Numeracy Year 5,5,Numeracy,Normal,C1,1,C,15,Numbers,Descriptor #1,3,1,,SP,AS,https://www.assessform.edu.au/Exemplar/1,74cfe4f0-c798-4fc3-836e-21ea342534b2
Numeracy Year 5,5,Numeracy,Normal,C1,1,C,15,Numbers,Descriptor #1,3,1,,SP,AS,https://www.assessform.edu.au/Exemplar/1,74cfe4f0-c798-4fc3-836e-21ea342534b2
Numeracy Year 5,5,Numeracy,Normal,A2,2,A,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,74f1370b-d4da-4b70-b452-caf27ffe2415
Numeracy Year 5,5,Numeracy,Normal,A2,2,A,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,74f1370b-d4da-4b70-b452-caf27ffe2415
Reading Year 5,5,Reading,Normal,D1,1,D,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,756466ad-e628-4127-b4f4-9dc258c7d374
Reading Year 5,5,Reading,Normal,D1,1,D,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,756466ad-e628-4127-b4f4-9dc258c7d374
Reading Year 7,7,Reading,Normal,A1,1,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,756466ad-e628-4127-b4f4-9dc258c7d374
Reading Year 7,7,Reading,Normal,A1,1,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,756466ad-e628-4127-b4f4-9dc258c7d374
Reading Year 7,7,Reading,Normal,A3,3,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,756466ad-e628-4127-b4f4-9dc258c7d374
Reading Year 7,7,Reading,Normal,A3,3,A,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,756466ad-e628-4127-b4f4-9dc258c7d374
Reading Year 5,5,Reading,Normal,D2,2,D,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7565517c-8cc0-4e70-b1e0-a0f681e71608
Reading Year 5,5,Reading,Normal,D2,2,D,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7565517c-8cc0-4e70-b1e0-a0f681e71608
Numeracy Year 5,5,Numeracy,Normal,CA2,2,CA,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,75751a04-a0c9-4e49-a1da-ba3d8c17d775
Numeracy Year 5,5,Numeracy,Normal,CA2,2,CA,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,75751a04-a0c9-4e49-a1da-ba3d8c17d775
Numeracy Year 3,3,Numeracy,Normal,CA2,2,CA,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,75751a04-a0c9-4e49-a1da-ba3d8c17d775
Numeracy Year 3,3,Numeracy,Normal,CA2,2,CA,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,75751a04-a0c9-4e49-a1da-ba3d8c17d775
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7583238c-1810-4a22-aa42-4f6fb334b17d
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GE2,2,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7583238c-1810-4a22-aa42-4f6fb334b17d
Spelling Year 9,9,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7599db03-1731-45a1-8908-ca9e96ccba31
Spelling Year 9,9,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7599db03-1731-45a1-8908-ca9e96ccba31
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,75b50317-5d78-4eb4-96ce-0b6c22247d4c
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,75b50317-5d78-4eb4-96ce-0b6c22247d4c
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,75c66506-917c-4166-aeda-486361ad255b
Numeracy Year 9,9,Numeracy,Normal,NC1,1,NC,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,75c66506-917c-4166-aeda-486361ad255b
Spelling Year 7,7,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,75c73a4c-8f70-4ad3-8fa3-38e5d5d2fbfe
Spelling Year 7,7,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,IA,AS,https://www.assessform.edu.au/Exemplar/1,75c73a4c-8f70-4ad3-8fa3-38e5d5d2fbfe
Numeracy Year 9,9,Numeracy,Normal,B1,1,B,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,75f59dc4-ba18-40cc-b2d7-b94f013297bf
Numeracy Year 5,5,Numeracy,Normal,E2,2,E,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,760a4ebd-d6b4-4ae4-8855-c04074ec0f30
Numeracy Year 5,5,Numeracy,Normal,E2,2,E,15,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,760a4ebd-d6b4-4ae4-8855-c04074ec0f30
Reading Year 9,9,Reading,Normal,A4,4,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,760cad47-fbaa-4174-90fd-b01cc557b240
Reading Year 9,9,Reading,Normal,A4,4,A,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,760cad47-fbaa-4174-90fd-b01cc557b240
Spelling Year 9,9,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,7631428a-deba-477e-a061-08216ecc6ee3
Spelling Year 9,9,Spelling,Normal,SD2,2,SD,9,Spelling,Descriptor #1,3,1,,PO,AS,https://www.assessform.edu.au/Exemplar/1,7631428a-deba-477e-a061-08216ecc6ee3
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,7667a953-09c3-4094-94d2-7999a4869736
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,7667a953-09c3-4094-94d2-7999a4869736
Reading Year 9,9,Reading,Normal,C1,1,C,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7680b757-c913-43bd-9194-e359b6ca286a
Reading Year 9,9,Reading,Normal,C1,1,C,16,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7680b757-c913-43bd-9194-e359b6ca286a
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,76854588-989f-4a70-ae98-c22f6ab09f25
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GE1,1,GE,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,76854588-989f-4a70-ae98-c22f6ab09f25
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,76869817-799d-4b85-bc0c-e3b9a2cb3f4b
Grammar and Punctuation Year 5,5,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,HS,AS,https://www.assessform.edu.au/Exemplar/1,76869817-799d-4b85-bc0c-e3b9a2cb3f4b
Numeracy Year 5,5,Numeracy,Normal,E1,1,E,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,76b3f0c0-0c8b-41c4-9ce7-b579229509a7
Numeracy Year 5,5,Numeracy,Normal,E1,1,E,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,76b3f0c0-0c8b-41c4-9ce7-b579229509a7
Numeracy Year 7,7,Numeracy,Normal,B1,1,B,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,76b3f0c0-0c8b-41c4-9ce7-b579229509a7
Numeracy Year 7,7,Numeracy,Normal,B1,1,B,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,76b3f0c0-0c8b-41c4-9ce7-b579229509a7
Numeracy Year 5,5,Numeracy,Normal,CA2,2,CA,15,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,76bc62df-333d-43ba-a61b-289d1a7c77e9
Numeracy Year 3,3,Numeracy,Normal,E1,1,E,13,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,76f4a55c-ce62-4ec6-9e80-4595a7ae5b07
Numeracy Year 3,3,Numeracy,Normal,E1,1,E,13,Numbers,Descriptor #1,3,1,,ET,AS,https://www.assessform.edu.au/Exemplar/1,76f4a55c-ce62-4ec6-9e80-4595a7ae5b07
Numeracy Year 3,3,Numeracy,Normal,D2,2,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,771d92df-1a31-42ec-be95-8686fa89e96b
Numeracy Year 5,5,Numeracy,Normal,F1,1,F,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,772d1e14-6bb3-453b-ac3b-8385b5117f4e
Numeracy Year 5,5,Numeracy,Normal,F1,1,F,15,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,772d1e14-6bb3-453b-ac3b-8385b5117f4e
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,77461dd0-5de0-4578-bb32-9bf5da9d91c4
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,77461dd0-5de0-4578-bb32-9bf5da9d91c4
Reading Year 3,3,Reading,Normal,D1,1,D,13,Letters,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,775f0629-8076-43cc-9f22-7dd8cd32dd48
Reading Year 3,3,Reading,Normal,D1,1,D,13,Letters,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,775f0629-8076-43cc-9f22-7dd8cd32dd48
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7775167c-1122-41f9-8232-cefc261de075
Grammar and Punctuation Year 9,9,Grammar and Punctuation,Normal,GF2,2,GF,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7775167c-1122-41f9-8232-cefc261de075
Reading Year 5,5,Reading,Normal,B1,1,B,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,77ad43a8-b803-42f8-8e0f-d74d1e76ba9d
Reading Year 5,5,Reading,Normal,B1,1,B,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,77ad43a8-b803-42f8-8e0f-d74d1e76ba9d
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,77d6a7e6-6928-4a53-8f26-c09aca1182d8
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,77d6a7e6-6928-4a53-8f26-c09aca1182d8
Spelling Year 9,9,Spelling,Normal,SA1,1,SA,6,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,77e71977-49f9-4c17-8225-312c879db40a
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,78237fe1-12fb-498f-a71e-2abebeb21972
Grammar and Punctuation Year 3,3,Grammar and Punctuation,Normal,GC1,1,GC,25,Grammar,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,78237fe1-12fb-498f-a71e-2abebeb21972
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7841de09-3bea-4fdc-b58c-54e703d72b0e
Grammar and Punctuation Year 7,7,Grammar and Punctuation,Normal,GC2,2,GC,25,Grammar,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7841de09-3bea-4fdc-b58c-54e703d72b0e
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,784665c5-3aa0-4bde-aa6b-94049e85926a
Numeracy Year 3,3,Numeracy,Normal,A3,3,A,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,784665c5-3aa0-4bde-aa6b-94049e85926a
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7881e8c0-52e9-469a-bed9-0a753d34c134
Reading Year 3,3,Reading,Normal,A3,3,A,13,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7881e8c0-52e9-469a-bed9-0a753d34c134
Reading Year 7,7,Reading,Normal,E1,1,E,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,78cbce5e-0ea8-4392-812f-53022b3e3901
Reading Year 7,7,Reading,Normal,E1,1,E,16,Letters,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,78cbce5e-0ea8-4392-812f-53022b3e3901
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,78e42dfe-2c29-4441-a75f-79efbf28c739
Numeracy Year 7,7,Numeracy,Normal,E2,2,E,16,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,78e42dfe-2c29-4441-a75f-79efbf28c739
Numeracy Year 3,3,Numeracy,Normal,D2,2,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,78e92675-b0f2-4061-a4de-b242cd253c67
Numeracy Year 3,3,Numeracy,Normal,D2,2,D,13,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,78e92675-b0f2-4061-a4de-b242cd253c67
Spelling Year 7,7,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,790f0bd4-b99f-41d9-b592-6d9c3e4c4282
Spelling Year 7,7,Spelling,Normal,PD1,1,PD,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,790f0bd4-b99f-41d9-b592-6d9c3e4c4282
Reading Year 5,5,Reading,Normal,E1,1,E,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7914faa5-e3be-4321-9261-8ef49088fb07
Reading Year 5,5,Reading,Normal,E1,1,E,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7914faa5-e3be-4321-9261-8ef49088fb07
Numeracy Year 3,3,Numeracy,Normal,CA2,2,CA,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,7954b14b-99a2-4f88-9d9d-6e23aea5a33e
Numeracy Year 3,3,Numeracy,Normal,CA2,2,CA,13,Numbers,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,7954b14b-99a2-4f88-9d9d-6e23aea5a33e
Reading Year 5,5,Reading,Normal,B2,2,B,15,Letters,Descriptor #1,3,1,,COMP,AS,https://www.assessform.edu.au/Exemplar/1,798167d4-caf3-4ad7-9fbc-2b4d598455cf
Reading Year 5,5,Reading,Normal,B2,2,B,15,Letters,Descriptor #1,3,1,,COMP,AS,https://www.assessform.edu.au/Exemplar/1,798167d4-caf3-4ad7-9fbc-2b4d598455cf
Numeracy Year 9,9,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,79864b6d-f813-4af1-acf9-dc7de94c8f66
Numeracy Year 9,9,Numeracy,Normal,CA1,1,CA,16,Numbers,Descriptor #1,3,1,,TS,AS,https://www.assessform.edu.au/Exemplar/1,79864b6d-f813-4af1-acf9-dc7de94c8f66
Numeracy Year 3,3,Numeracy,Normal,D1,1,D,13,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,79889bf7-8148-40bf-b86c-fc42d626b50e
Numeracy Year 3,3,Numeracy,Normal,D1,1,D,13,Numbers,Descriptor #1,3,1,,SL,AS,https://www.assessform.edu.au/Exemplar/1,79889bf7-8148-40bf-b86c-fc42d626b50e
Numeracy Year 9,9,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,799bd739-4f65-487c-b70c-372ddd65d130
Numeracy Year 9,9,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,799bd739-4f65-487c-b70c-372ddd65d130
Spelling Year 3,3,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,79b6bd26-d0b3-444a-9e99-48ec9d318179
Spelling Year 3,3,Spelling,Normal,PB1,1,PB,10,Spelling,Descriptor #1,3,1,,TE,AES,https://www.assessform.edu.au/Exemplar/1,79b6bd26-d0b3-444a-9e99-48ec9d318179
Reading Year 5,5,Reading,Normal,A4,4,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,79ea8673-a79d-47e1-9cb4-f4760fd7d605
Reading Year 5,5,Reading,Normal,A4,4,A,15,Letters,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,79ea8673-a79d-47e1-9cb4-f4760fd7d605
Spelling Year 3,3,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7a11af6a-e995-4221-9a53-6f79387860c5
Spelling Year 3,3,Spelling,Normal,PB2,2,PB,10,Spelling,Descriptor #1,3,1,,MC,AS,https://www.assessform.edu.au/Exemplar/1,7a11af6a-e995-4221-9a53-6f79387860c5
Numeracy Year 7,7,Numeracy,Normal,D1,1,D,16,Numbers,Descriptor #1,3,1,,IGM,AS,https://www.assessform.edu.au/Exemplar/1,7a1f7747-e1b7-47f5-acc5-bfc8660fc7e9
