TESTLET_ID,ITEM_ID,SEQUENCE
x00101583,x00101586,3
x00102252,x00102268,16
x00102252,x00102268,16
x00102014,x00102015,1
x00102014,x00102015,1
x00101317,x00101326,9
x00101317,x00101326,9
x00100521,x00100543,22
x00100521,x00100543,22
x00101443,x00101323,14
x00101443,x00101323,14
x00101317,x00101323,6
x00101317,x00101323,6
x00100391,x00100404,13
x00100391,x00100404,13
x00102718,x00102723,5
x00102718,x00102723,5
x00101052,x00101067,15
x00101052,x00101067,15
x00101551,x00101552,1
x00101551,x00101552,1
x00101035,x00101037,2
x00101035,x00101037,2
x00100882,x00100897,15
x00100882,x00100897,15
x00101849,x00101854,5
x00101849,x00101854,5
x00101929,x00101854,13
x00101929,x00101854,13
x00101963,x00101854,13
x00101963,x00101854,13
x00101865,x00101876,11
x00101865,x00101876,11
x00100950,x00100713,7
x00100950,x00100713,7
x00100700,x00100713,13
x00100700,x00100713,13
x00100079,x00100100,21
x00100079,x00100100,21
x00102707,x00102714,7
x00102707,x00102714,7
x00100599,x00100614,15
x00100599,x00100614,15
x00101389,x00101405,16
x00101389,x00101405,16
x00102587,x00102597,10
x00102587,x00102597,10
x00101425,x00101442,16
x00101103,x00101113,10
x00101103,x00101113,10
x00102184,x00102189,5
x00102184,x00102189,5
x00102675,x00102679,4
x00102675,x00102679,4
x00100209,x00100221,12
x00100209,x00100221,12
x00102235,x00102249,14
x00102235,x00102249,14
x00100521,x00100544,23
x00100521,x00100544,23
x00100157,x00100173,16
x00100157,x00100173,16
x00101086,x00101091,5
x00101086,x00101091,5
x00101209,x00101091,13
x00101209,x00101091,13
x00100950,x00100966,15
x00100820,x00100832,12
x00100820,x00100832,12
x00100805,x00100819,13
x00101120,x00101130,10
x00101120,x00101130,10
x00100001,x00100002,1
x00100001,x00100002,1
x00101667,x00101677,10
x00101667,x00101677,10
x00100599,x00100615,16
x00100599,x00100615,16
x00101801,x00101803,2
x00101801,x00101803,2
x00100339,x00100357,18
x00100339,x00100357,18
x00102631,x00102631-02-AIA,3
x00100001,x00100008,7
x00100001,x00100008,7
x00100339,x00100353,14
x00100339,x00100353,14
x00100655,x00100662,7
x00100655,x00100662,7
x00101597,x00101606,9
x00101597,x00101606,9
x00102082,x00102097,15
x00102082,x00102097,15
x00101317,x00101327,10
x00101317,x00101327,10
x00100805,x00100815,10
x00100805,x00100815,10
x00102609,x00102616,7
x00102609,x00102616,7
x00101881,x00101894,13
x00101881,x00101894,13
x00100700,x00100701,1
x00100700,x00100701,1
x00101817,x00101824,7
x00101817,x00101824,7
x00101353,x00101367,14
x00101353,x00101367,14
x00100790,x00100793,3
x00100790,x00100793,3
x00101479,x00101489,10
x00101479,x00101489,10
x00102391,x00102398,7
x00102391,x00102398,7
x00101785,x00101790,5
x00101785,x00101790,5
x00102402,x00102412,10
x00102402,x00102412,10
x00101263,x00101280,16
x00100417,x00100428,11
x00100417,x00100428,11
x00101209,x00101212,3
x00101209,x00101212,3
x00102665,x00102668,3
x00102665,x00102668,3
x00102500,x00102504,4
x00102500,x00102504,4
x00100339,x00100362,23
x00100339,x00100362,23
x00101497,x00101506,9
x00101497,x00101506,9
x00100469,x00100476,7
x00100469,x00100476,7
x00100443,x00100445,2
x00100443,x00100445,2
x00100775,x00100786,11
x00100775,x00100786,11
x00101335,x00101348,13
x00101335,x00101348,13
x00101817,x00101818,1
x00101817,x00101818,1
x00100001,x00100022,21
x00100001,x00100022,21
x00101407,x00101424,16
x00101299,x00101316,16
x00101001,x00100824,12
x00101001,x00100824,12
x00100820,x00100824,4
x00100820,x00100824,4
x00102252,x00102261,9
x00102252,x00102261,9
x00100547,x00100552,5
x00100547,x00100552,5
x00100287,x00100295,8
x00100287,x00100295,8
x00101653,x00101657,4
x00101653,x00101657,4
x00102598,x00102604,6
x00102598,x00102604,6
x00101611,x00101618,7
x00101611,x00101618,7
x00101461,x00101473,12
x00101461,x00101473,12
x00100157,x00100175,18
x00100157,x00100175,18
x00101281,x00101285,4
x00101281,x00101285,4
x00101371,x00101383,12
x00101371,x00101383,12
x00100916,x00100924,8
x00100916,x00100924,8
x00100521,x00100523,2
x00100521,x00100523,2
x00101263,x00101271,8
x00101263,x00101271,8
x00101497,x00101504,7
x00101497,x00101504,7
x00102303,x00102311,8
x00102303,x00102311,8
x00100521,x00100527,6
x00100521,x00100527,6
x00100700,x00100706,6
x00100700,x00100706,6
x00101069,x00101085,15
x00101209,x00101214,5
x00101209,x00101214,5
x00100730,x00100735,5
x00100730,x00100735,5
x00101897,x00101908,11
x00101897,x00101908,11
x00102707,x00102712,5
x00102707,x00102712,5
x00101371,x00101388,16
x00101551,x00101564,13
x00101551,x00101564,13
x00102235,x00102241,6
x00102235,x00102241,6
x00101737,x00101668,9
x00101737,x00101668,9
x00101769,x00101668,9
x00101769,x00101668,9
x00101667,x00101668,1
x00101667,x00101668,1
x00101086,x00101096,10
x00101086,x00101096,10
x00100391,x00100399,8
x00100391,x00100399,8
x00101515,x00101521,6
x00101515,x00101521,6
x00102235,x00102243,8
x00102235,x00102243,8
x00100933,x00100696,5
x00100933,x00100696,5
x00100685,x00100696,11
x00100685,x00100696,11
x00102540,x00102544,4
x00102540,x00102544,4
x00100183,x00100187,4
x00100183,x00100187,4
x00101353,x00101369,16
x00101353,x00101369,16
x00101753,x00101755,2
x00101753,x00101755,2
x00102557,x00102564,7
x00102557,x00102564,7
x00101753,x00101761,8
x00101753,x00101761,8
x00102500,x00102505,5
x00102500,x00102505,5
x00101001,x00101008,7
x00101001,x00101008,7
x00101801,x00101702,15
x00101801,x00101702,15
x00101695,x00101702,7
x00101695,x00101702,7
x00102381,x00102387,6
x00102381,x00102387,6
x00100365,x00100376,11
x00100365,x00100376,11
x00102598,x00102603,5
x00102598,x00102603,5
x00101317,x00101328,11
x00101317,x00101328,11
x00101551,x00101553,2
x00101551,x00101553,2
x00102014,x00102021,7
x00102014,x00102021,7
x00100157,x00100162,5
x00100157,x00100162,5
x00100313,x00100325,12
x00100313,x00100325,12
x00101865,x00101879,14
x00101865,x00101879,14
x00100984,x00100996,12
x00100984,x00100996,12
x00101191,x00100996,5
x00101191,x00100996,5
x00101833,x00101839,6
x00101833,x00101839,6
x00100967,x00100722,1
x00100967,x00100722,1
x00100715,x00100722,7
x00100715,x00100722,7
x00100865,x00100877,12
x00100865,x00100877,12
x00100287,x00100294,7
x00100287,x00100294,7
x00100685,x00100688,3
x00100685,x00100688,3
x00102286,x00102296,10
x00102286,x00102296,10
x00100573,x00100584,11
x00100573,x00100584,11
x00101407,x00101202,3
x00101407,x00101202,3
x00101191,x00101202,11
x00101191,x00101202,11
x00100079,x00100091,12
x00100079,x00100091,12
x00100339,x00100346,7
x00100339,x00100346,7
x00102718,x00102725,7
x00102718,x00102725,7
x00100599,x00100607,8
x00100599,x00100607,8
x00100573,x00100591,18
x00100573,x00100591,18
x00100417,x00100420,3
x00100417,x00100420,3
x00101299,x00101309,10
x00101299,x00101309,10
x00100131,x00100156,25
x00100131,x00100156,25
x00100053,x00100062,9
x00100053,x00100062,9
x00101849,x00101864,15
x00101849,x00101864,15
x00100790,x00100804,13
x00100391,x00100411,20
x00100391,x00100411,20
x00102489,x00102495,6
x00102489,x00102495,6
x00102424,x00102434,10
x00102424,x00102434,10
x00101227,x00101228,1
x00101227,x00101228,1
x00100131,x00100136,5
x00100131,x00100136,5
x00102065,x00102068,3
x00102065,x00102068,3
x00102150,x00102068,11
x00102150,x00102068,11
x00102184,x00102068,11
x00102184,x00102068,11
x00100547,x00100569,22
x00100547,x00100569,22
x00102547,x00102556,9
x00102547,x00102556,9
x00101425,x00101432,7
x00101425,x00101432,7
x00102609,x00102612,3
x00102609,x00102612,3
x00100417,x00100418,1
x00100417,x00100418,1
x00102675,x00102683,8
x00102675,x00102683,8
x00102459,x00102465,6
x00102459,x00102465,6
x00100899,x00100636,5
x00100899,x00100636,5
x00100625,x00100636,11
x00100625,x00100636,11
x00100865,x00100636,5
x00100865,x00100636,5
x00102598,x00102601,3
x00102598,x00102601,3
x00100365,x00100387,22
x00100365,x00100387,22
x00102511,x00102513,2
x00102511,x00102513,2
x00101069,x00101081,12
x00101069,x00101081,12
x00100967,x00100728,7
x00100967,x00100728,7
x00100715,x00100728,13
x00100715,x00100728,13
x00100745,x00100751,6
x00100745,x00100751,6
x00101897,x00101909,12
x00101897,x00101909,12
x00101963,x00101968,5
x00101963,x00101968,5
x00100235,x00100242,7
x00100235,x00100242,7
x00101086,x00101098,12
x00101086,x00101098,12
x00101371,x00101382,11
x00101371,x00101382,11
x00101035,x00101036,1
x00101035,x00101036,1
x00100882,x00100894,12
x00100882,x00100894,12
x00101069,x00101070,1
x00101069,x00101070,1
x00102269,x00102270,1
x00102269,x00102270,1
x00100640,x00100646,6
x00100640,x00100646,6
x00102381,x00102383,2
x00102381,x00102383,2
x00100053,x00100061,8
x00100053,x00100061,8
x00101173,x00100975,1
x00101173,x00100975,1
x00100967,x00100975,8
x00100967,x00100975,8
x00100805,x00100812,7
x00100805,x00100812,7
x00100882,x00100891,9
x00100882,x00100891,9
x00100950,x00100710,4
x00100950,x00100710,4
x00100700,x00100710,10
x00100700,x00100710,10
x00102337,x00102340,3
x00102337,x00102340,3
x00101353,x00101149,4
x00101353,x00101149,4
x00101137,x00101149,12
x00101137,x00101149,12
x00102567,x00102571,4
x00102567,x00102571,4
x00101723,x00101724,1
x00101723,x00101724,1
x00101035,x00101050,15
x00101035,x00101050,15
x00101551,x00101568,16
x00101018,x00101019,1
x00101018,x00101019,1
x00100287,x00100311,24
x00100287,x00100311,24
x00100417,x00100436,19
x00100417,x00100436,19
x00102184,x00102073,16
x00102184,x00102073,16
x00102065,x00102073,8
x00102065,x00102073,8
x00102150,x00102073,16
x00102150,x00102073,16
x00101769,x00101775,6
x00101769,x00101775,6
x00102303,x00102315,12
x00102303,x00102315,12
x00102082,x00102086,4
x00102082,x00102086,4
x00102201,x00102086,12
x00102201,x00102086,12
x00100899,x00100914,15
x00100899,x00100914,15
x00101001,x00100822,10
x00101001,x00100822,10
x00100820,x00100822,2
x00100820,x00100822,2
x00100391,x00100414,23
x00100391,x00100414,23
x00102435,x00102437,2
x00102435,x00102437,2
x00100599,x00100611,12
x00100599,x00100611,12
x00100495,x00100498,3
x00100495,x00100498,3
x00102533,x00102537,4
x00102533,x00102537,4
x00101155,x00101172,16
x00100105,x00100115,10
x00100105,x00100115,10
x00102631,x00102637,6
x00102631,x00102637,6
x00101913,x00101914,1
x00101913,x00101914,1
x00101569,x00101574,5
x00101569,x00101574,5
x00102631,x00102631-03-AIA,4
x00100882,x00100651,5
x00100882,x00100651,5
x00100916,x00100651,5
x00100916,x00100651,5
x00100640,x00100651,11
x00100640,x00100651,11
x00102413,x00102414,1
x00102413,x00102414,1
x00100820,x00100834,13
x00101515,x00101532,16
x00101833,x00101848,15
x00101833,x00101848,15
x00102449,x00102457,8
x00102449,x00102457,8
x00100209,x00100226,17
x00100209,x00100226,17
x00100443,x00100460,17
x00100443,x00100460,17
x00101479,x00101495,16
x00101479,x00101495,16
x00100599,x00100605,6
x00100599,x00100605,6
x00101881,x00101893,12
x00101881,x00101893,12
x00101997,x00102001,4
x00101997,x00102001,4
x00101371,x00101387,16
x00101371,x00101387,16
x00101353,x00101147,2
x00101353,x00101147,2
x00101137,x00101147,10
x00101137,x00101147,10
x00102031,x00102035,4
x00102031,x00102035,4
x00101443,x00101446,3
x00101443,x00101446,3
x00102479,x00102487,8
x00102479,x00102487,8
x00102489,x00102494,5
x00102489,x00102494,5
x00101245,x00101252,7
x00101245,x00101252,7
x00100027,x00100033,6
x00100027,x00100033,6
x00101533,x00101547,14
x00101533,x00101547,14
x00101625,x00101636,11
x00101625,x00101636,11
x00100391,x00100393,2
x00100391,x00100393,2
x00102547,x00102554,7
x00102547,x00102554,7
x00100495,x00100516,21
x00100495,x00100516,21
x00100730,x00100734,4
x00100730,x00100734,4
x00101001,x00101002,1
x00101001,x00101002,1
x00100001,x00100012,11
x00100001,x00100012,11
x00100882,x00100652,6
x00100882,x00100652,6
x00100916,x00100652,6
x00100916,x00100652,6
x00100640,x00100652,12
x00100640,x00100652,12
x00100183,x00100193,10
x00100183,x00100193,10
x00100865,x00100637,6
x00100865,x00100637,6
x00100899,x00100637,6
x00100899,x00100637,6
x00100625,x00100637,12
x00100625,x00100637,12
x00100599,x00100622,23
x00100599,x00100622,23
x00101963,x00101966,3
x00101963,x00101966,3
x00102303,x00102307,4
x00102303,x00102307,4
x00102344,x00102346,2
x00102344,x00102346,2
x00100933,x00100942,9
x00100933,x00100942,9
x00101137,x00100942,2
x00101137,x00100942,2
x00100573,x00100578,5
x00100573,x00100578,5
x00101817,x00101715,14
x00101817,x00101715,14
x00101709,x00101715,6
x00101709,x00101715,6
x00100001,x00100006,5
x00100001,x00100006,5
x00100053,x00100067,14
x00100053,x00100067,14
x00102557,x00102566,9
x00102557,x00102566,9
x00101371,x00101164,1
x00101371,x00101164,1
x00101155,x00101164,9
x00101155,x00101164,9
x00101069,x00101077,8
x00101069,x00101077,8
x00101667,x00101678,11
x00101667,x00101678,11
x00100313,x00100319,6
x00100313,x00100319,6
x00100235,x00100250,15
x00100235,x00100250,15
x00100183,x00100192,9
x00100183,x00100192,9
x00100391,x00100407,16
x00100391,x00100407,16
x00100001,x00100015,14
x00100001,x00100015,14
x00102286,x00102289,3
x00102286,x00102289,3
x00102638,x00102638-03-AIA,4
x00100469,x00100482,13
x00100469,x00100482,13
x00101018,x00100836,9
x00101018,x00100836,9
x00100835,x00100836,1
x00100835,x00100836,1
x00102500,x00102502,2
x00102500,x00102502,2
x00101120,x00101123,3
x00101120,x00101123,3
x00102099,x00102115,16
x00102099,x00102115,16
x00102048,x00102050,2
x00102048,x00102050,2
x00102133,x00102050,10
x00102133,x00102050,10
x00102167,x00102050,10
x00102167,x00102050,10
x00100745,x00100752,7
x00100745,x00100752,7
x00101597,x00101610,13
x00101597,x00101610,13
x00100599,x00100601,2
x00100599,x00100601,2
x00100745,x00100747,2
x00100745,x00100747,2
x00101653,x00101660,7
x00101653,x00101660,7
x00102031,x00102047,16
x00102031,x00102047,16
x00101103,x00101112,9
x00101103,x00101112,9
x00101533,x00101535,2
x00101533,x00101535,2
x00100916,x00100931,15
x00100916,x00100931,15
x00101551,x00101559,8
x00101551,x00101559,8
x00102133,x00102141,8
x00102133,x00102141,8
x00101191,x00100998,7
x00101191,x00100998,7
x00100984,x00100998,14
x00100984,x00100998,14
x00102567,x00102576,9
x00102567,x00102576,9
x00100655,x00100656,1
x00100655,x00100656,1
x00100790,x00100803,13
x00100790,x00100803,13
x00100313,x00100327,14
x00100313,x00100327,14
x00101569,x00101575,6
x00101569,x00101575,6
x00100443,x00100468,25
x00100443,x00100468,25
x00102286,x00102292,6
x00102286,x00102292,6
x00101980,x00101987,7
x00101980,x00101987,7
x00101817,x00101822,5
x00101817,x00101822,5
x00100261,x00100275,14
x00100261,x00100275,14
x00102449,x00102455,6
x00102449,x00102455,6
x00101371,x00101171,8
x00101371,x00101171,8
x00101155,x00101171,16
x00101155,x00101171,16
x00100313,x00100324,11
x00100313,x00100324,11
x00102609,x00102613,4
x00102609,x00102613,4
x00100027,x00100028,1
x00100027,x00100028,1
x00100391,x00100392,1
x00100391,x00100392,1
x00102675,x00102676,1
x00102675,x00102676,1
x00100339,x00100363,24
x00100339,x00100363,24
x00101533,x00101546,13
x00101533,x00101546,13
x00102435,x00102438,3
x00102435,x00102438,3
x00102014,x00102016,2
x00102014,x00102016,2
x00100916,x00100927,11
x00100916,x00100927,11
x00100933,x00100948,15
x00100933,x00100948,15
x00101137,x00100948,8
x00101137,x00100948,8
x00101597,x00101598,1
x00101597,x00101598,1
x00101018,x00101020,2
x00101018,x00101020,2
x00101929,x00101931,2
x00101929,x00101931,2
x00101801,x00101700,13
x00101801,x00101700,13
x00101695,x00101700,5
x00101695,x00101700,5
x00100835,x00100847,12
x00100835,x00100847,12
x00102511,x00102520,9
x00102511,x00102520,9
x00100599,x00100612,13
x00100599,x00100612,13
x00100157,x00100161,4
x00100157,x00100161,4
x00100655,x00100657,2
x00100655,x00100657,2
x00102557,x00102558,1
x00102557,x00102558,1
x00102557,x00102560,3
x00102557,x00102560,3
x00101245,x00101249,4
x00101245,x00101249,4
x00102459,x00102461,2
x00102459,x00102461,2
x00100079,x00100082,3
x00100079,x00100082,3
x00102201,x00102207,6
x00102201,x00102207,6
x00101263,x00101273,10
x00101263,x00101273,10
x00100157,x00100182,25
x00100157,x00100182,25
x00101881,x00101885,4
x00101881,x00101885,4
x00101997,x00101885,12
x00101997,x00101885,12
x00101801,x00101804,3
x00101801,x00101804,3
x00101515,x00101529,14
x00101515,x00101529,14
x00100391,x00100412,21
x00100391,x00100412,21
x00101317,x00101330,13
x00101317,x00101330,13
x00100027,x00100030,3
x00100027,x00100030,3
x00101785,x00101789,4
x00101785,x00101789,4
x00100209,x00100224,15
x00100209,x00100224,15
x00100700,x00100709,9
x00100700,x00100709,9
x00100950,x00100709,3
x00100950,x00100709,3
x00101479,x00101496,16
x00102218,x00102103,12
x00102218,x00102103,12
x00102099,x00102103,4
x00102099,x00102103,4
x00100850,x00100862,12
x00100850,x00100862,12
x00101681,x00101690,9
x00101681,x00101690,9
x00100599,x00100618,19
x00100599,x00100618,19
x00100079,x00100080,1
x00100079,x00100080,1
x00100790,x00100800,10
x00100790,x00100800,10
x00100882,x00100647,1
x00100882,x00100647,1
x00100916,x00100647,1
x00100916,x00100647,1
x00100640,x00100647,7
x00100640,x00100647,7
x00102235,x00102250,15
x00102235,x00102250,15
x00101103,x00101117,14
x00101103,x00101117,14
x00100670,x00100673,3
x00100670,x00100673,3
x00101817,x00101821,4
x00101817,x00101821,4
x00102442,x00102444,2
x00102442,x00102444,2
x00100287,x00100312,25
x00100287,x00100312,25
x00100209,x00100225,16
x00100209,x00100225,16
x00101639,x00101648,9
x00101639,x00101648,9
x00101913,x00101920,7
x00101913,x00101920,7
x00100079,x00100084,5
x00100079,x00100084,5
x00100790,x00100791,1
x00100790,x00100791,1
x00101120,x00101132,12
x00101120,x00101132,12
x00101052,x00101057,5
x00101052,x00101057,5
x00102150,x00102157,7
x00102150,x00102157,7
x00100001,x00100021,20
x00100001,x00100021,20
x00100417,x00100442,25
x00100417,x00100442,25
x00100417,x00100419,2
x00100417,x00100419,2
x00101801,x00101805,4
x00101801,x00101805,4
x00101227,x00101244,16
x00102685,x00102692,7
x00102685,x00102692,7
x00100339,x00100347,8
x00100339,x00100347,8
x00102577,x00102581,4
x00102577,x00102581,4
x00100967,x00100723,2
x00100967,x00100723,2
x00100715,x00100723,8
x00100715,x00100723,8
x00100183,x00100199,16
x00100183,x00100199,16
x00101103,x00101107,4
x00101103,x00101107,4
x00101227,x00101107,12
x00101227,x00101107,12
x00101120,x00101131,11
x00101120,x00101131,11
x00100157,x00100172,15
x00100157,x00100172,15
x00102557,x00102559,2
x00102557,x00102559,2
x00102587,x00102593,6
x00102587,x00102593,6
x00100547,x00100567,20
x00100547,x00100567,20
x00102344,x00102344-04-AIA,5
x00101018,x00100840,13
x00101018,x00100840,13
x00100835,x00100840,5
x00100835,x00100840,5
x00102424,x00102428,4
x00102424,x00102428,4
x00100079,x00100095,16
x00100079,x00100095,16
x00101497,x00101513,16
x00101497,x00101513,16
x00101461,x00101476,15
x00101461,x00101476,15
x00102469,x00102477,8
x00102469,x00102477,8
x00101897,x00101906,9
x00101897,x00101906,9
x00102031,x00102043,12
x00102031,x00102043,12
x00100469,x00100480,11
x00100469,x00100480,11
x00101353,x00101365,12
x00101353,x00101365,12
x00101443,x00101325,16
x00101443,x00101325,16
x00101317,x00101325,8
x00101317,x00101325,8
x00101018,x00101021,3
x00101018,x00101021,3
x00102665,x00102673,8
x00102665,x00102673,8
x00102235,x00102237,2
x00102235,x00102237,2
x00100573,x00100595,22
x00100573,x00100595,22
x00100547,x00100566,19
x00100547,x00100566,19
x00102718,x00102726,8
x00102718,x00102726,8
x00102082,x00102088,6
x00102082,x00102088,6
x00102201,x00102088,14
x00102201,x00102088,14
x00102469,x00102471,2
x00102469,x00102471,2
x00100287,x00100300,13
x00100287,x00100300,13
x00101667,x00101676,9
x00101667,x00101676,9
x00102351,x00102359,8
x00102351,x00102359,8
x00100443,x00100454,11
x00100443,x00100454,11
x00102286,x00102294,8
x00102286,x00102294,8
x00102449,x00102454,5
x00102449,x00102454,5
x00102413,x00102423,10
x00102413,x00102423,10
x00102587,x00102591,4
x00102587,x00102591,4
x00102685,x00102690,5
x00102685,x00102690,5
x00101681,x00101692,11
x00101681,x00101692,11
x00100001,x00100007,6
x00100001,x00100007,6
x00100157,x00100177,20
x00100157,x00100177,20
x00102320,x00102331,11
x00102320,x00102331,11
x00102320,x00102333,13
x00102320,x00102333,13
x00101583,x00101588,5
x00101583,x00101588,5
x00100105,x00100128,23
x00100105,x00100128,23
x00102645,x00102647,2
x00102645,x00102647,2
x00100417,x00100429,12
x00100417,x00100429,12
x00100655,x00100665,10
x00100655,x00100665,10
x00100001,x00100011,10
x00100001,x00100011,10
x00101086,x00101095,9
x00101086,x00101095,9
x00101443,x00101448,5
x00101443,x00101448,5
x00102402,x00102404,2
x00102402,x00102404,2
x00100157,x00100176,19
x00100157,x00100176,19
x00100865,x00100879,14
x00100865,x00100879,14
x00100805,x00100808,3
x00100805,x00100808,3
x00100261,x00100268,7
x00100261,x00100268,7
x00100640,x00100654,13
x00100287,x00100306,19
x00100287,x00100306,19
x00100760,x00100773,13
x00100760,x00100773,13
x00102567,x00102572,5
x00102567,x00102572,5
x00100365,x00100380,15
x00100365,x00100380,15
x00100775,x00100782,7
x00100775,x00100782,7
x00100365,x00100374,9
x00100365,x00100374,9
x00100521,x00100536,15
x00100521,x00100536,15
x00101052,x00101065,13
x00101052,x00101065,13
x00100670,x00100676,6
x00100670,x00100676,6
x00101625,x00101631,6
x00101625,x00101631,6
x00102065,x00102067,2
x00102065,x00102067,2
x00102150,x00102067,10
x00102150,x00102067,10
x00102184,x00102067,10
x00102184,x00102067,10
x00100183,x00100185,2
x00100183,x00100185,2
x00100547,x00100571,24
x00100547,x00100571,24
x00100417,x00100437,20
x00100417,x00100437,20
x00102718,x00102721,3
x00102718,x00102721,3
x00102320,x00102323,3
x00102320,x00102323,3
x00102099,x00102104,5
x00102099,x00102104,5
x00102218,x00102104,13
x00102218,x00102104,13
x00100899,x00100908,9
x00100899,x00100908,9
x00100391,x00100397,6
x00100391,x00100397,6
x00100760,x00100771,11
x00100760,x00100771,11
x00102361,x00102368,7
x00102361,x00102368,7
x00100105,x00100123,18
x00100105,x00100123,18
x00102402,x00102409,7
x00102402,x00102409,7
x00101881,x00101891,10
x00101881,x00101891,10
x00101479,x00101485,6
x00101479,x00101485,6
x00102645,x00102653,8
x00102645,x00102653,8
x00101817,x00101819,2
x00101817,x00101819,2
x00100235,x00100260,25
x00100235,x00100260,25
x00101425,x00101306,15
x00101425,x00101306,15
x00101299,x00101306,7
x00101299,x00101306,7
x00102014,x00102020,6
x00102014,x00102020,6
x00100469,x00100472,3
x00100469,x00100472,3
x00101515,x00101516,1
x00101515,x00101516,1
x00100899,x00100915,15
x00101227,x00101231,4
x00101227,x00101231,4
x00102435,x00102441,6
x00102435,x00102441,6
x00100209,x00100233,24
x00100209,x00100233,24
x00102252,x00102255,3
x00102252,x00102255,3
x00102116,x00102127,11
x00102116,x00102127,11
x00101551,x00101554,3
x00101551,x00101554,3
x00102014,x00102018,4
x00102014,x00102018,4
x00100599,x00100620,21
x00100599,x00100620,21
x00101001,x00101007,6
x00101001,x00101007,6
x00100984,x00100737,1
x00100984,x00100737,1
x00100730,x00100737,7
x00100730,x00100737,7
x00101103,x00101108,5
x00101103,x00101108,5
x00101227,x00101108,13
x00101227,x00101108,13
x00100599,x00100604,5
x00100599,x00100604,5
x00102381,x00102386,5
x00102381,x00102386,5
x00102235,x00102236,1
x00102235,x00102236,1
x00102099,x00102113,14
x00102099,x00102113,14
x00101533,x00101538,5
x00101533,x00101538,5
x00102696,x00102705,9
x00102696,x00102705,9
x00100287,x00100299,12
x00100287,x00100299,12
x00102665,x00102667,2
x00102665,x00102667,2
x00100882,x00100649,3
x00100882,x00100649,3
x00100916,x00100649,3
x00100916,x00100649,3
x00100640,x00100649,9
x00100640,x00100649,9
x00100079,x00100097,18
x00100079,x00100097,18
x00101443,x00101460,16
x00100599,x00100623,24
x00100599,x00100623,24
x00101881,x00101884,3
x00101881,x00101884,3
x00101997,x00101884,11
x00101997,x00101884,11
x00102303,x00102304,1
x00102303,x00102304,1
x00100547,x00100570,23
x00100547,x00100570,23
x00102638,x00102638-04-AIA,5
x00101515,x00101531,16
x00101515,x00101531,16
x00101425,x00101304,13
x00101425,x00101304,13
x00101299,x00101304,5
x00101299,x00101304,5
x00102707,x00102711,4
x00102707,x00102711,4
x00100715,x00100718,3
x00100715,x00100718,3
x00101625,x00101629,4
x00101625,x00101629,4
x00100287,x00100297,10
x00100287,x00100297,10
x00101245,x00101259,14
x00101245,x00101259,14
x00100157,x00100168,11
x00100157,x00100168,11
x00101849,x00101860,11
x00101849,x00101860,11
x00102361,x00102366,5
x00102361,x00102366,5
x00100287,x00100304,17
x00100287,x00100304,17
x00101120,x00101126,6
x00101120,x00101126,6
x00101069,x00101080,11
x00101069,x00101080,11
x00102065,x00102069,4
x00102065,x00102069,4
x00102150,x00102069,12
x00102150,x00102069,12
x00102184,x00102069,12
x00102184,x00102069,12
x00101335,x00101343,8
x00101335,x00101343,8
x00100625,x00100626,1
x00100625,x00100626,1
x00101335,x00101345,10
x00101335,x00101345,10
x00100469,x00100477,8
x00100469,x00100477,8
x00100209,x00100212,3
x00100209,x00100212,3
x00102344,x00102349,5
x00102344,x00102349,5
x00102099,x00102110,11
x00102099,x00102110,11
x00102167,x00102172,5
x00102167,x00102172,5
x00100365,x00100375,10
x00100365,x00100375,10
x00100235,x00100259,24
x00100235,x00100259,24
x00100027,x00100039,12
x00100027,x00100039,12
x00100916,x00100930,14
x00100916,x00100930,14
x00100235,x00100236,1
x00100235,x00100236,1
x00100313,x00100331,18
x00100313,x00100331,18
x00100745,x00100755,10
x00100745,x00100755,10
x00102184,x00102185,1
x00102184,x00102185,1
x00102269,x00102274,5
x00102269,x00102274,5
x00102424,x00102431,7
x00102424,x00102431,7
x00100521,x00100526,5
x00100521,x00100526,5
x00102424,x00102430,6
x00102424,x00102430,6
x00101425,x00101301,10
x00101425,x00101301,10
x00101299,x00101301,2
x00101299,x00101301,2
x00101569,x00101573,4
x00101569,x00101573,4
x00100131,x00100141,10
x00100131,x00100141,10
x00100933,x00100695,4
x00100933,x00100695,4
x00100685,x00100695,10
x00100685,x00100695,10
x00100261,x00100278,17
x00100261,x00100278,17
x00102184,x00102190,6
x00102184,x00102190,6
x00101389,x00101403,14
x00101389,x00101403,14
x00102718,x00102719,1
x00102718,x00102719,1
x00102269,x00102280,11
x00102269,x00102280,11
x00100365,x00100384,19
x00100365,x00100384,19
x00100625,x00100631,6
x00100625,x00100631,6
x00102082,x00102092,10
x00102082,x00102092,10
x00101069,x00101076,7
x00101069,x00101076,7
x00102479,x00102481,2
x00102479,x00102481,2
x00102218,x00102223,5
x00102218,x00102223,5
x00101335,x00101349,14
x00101335,x00101349,14
x00100313,x00100336,23
x00100313,x00100336,23
x00101371,x00101169,6
x00101371,x00101169,6
x00101155,x00101169,14
x00101155,x00101169,14
x00100443,x00100464,21
x00100443,x00100464,21
x00102620,x00102623,3
x00102620,x00102623,3
x00100820,x00100829,9
x00100820,x00100829,9
x00100417,x00100439,22
x00100417,x00100439,22
x00102587,x00102592,5
x00102587,x00102592,5
x00100365,x00100386,21
x00100365,x00100386,21
x00101997,x00102005,8
x00101997,x00102005,8
